No,Name,Price,Location,Rate,Living Room,Bed Room,Bed,Bath Room,Link
61,1 pho ̀ ng ngu ̉ Landmark 3 City View High Floor Luxury 5*Star,₫994.500 ,Quận 1,"5,0",3,1,1,1,https://www.airbnb.com.vn/rooms/1154002845340474762?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899956_P3O2thZfU98ZakNN&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
62,Căn hộ chung cư cao cấp Quận 2,₫680.000 ,Thành Phố Thủ Đức,"4,82",3,1,1,1,https://www.airbnb.com.vn/rooms/824532559427628642?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899956_P3v-EsRiGJKwh0gv&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
63,Phòng đơn ấm cúng [ Hoàn hảo cho khách đi một mình] D.1,₫246.500 ,Quận 1,"4,73",1,1,0,0,https://www.airbnb.com.vn/rooms/1130252017647465707?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1879526228&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-07&source_impression_id=p3_1723899956_P3TyYWa-U12rmQq6&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
64,Căn hộ 1 phòng ngủ cách Nhà thờ Đức Bà Quận 1,₫1.032.166 ,Đa Kao,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1198339152063263584?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-30&check_out=2024-09-04&source_impression_id=p3_1723899956_P3zl9RcCThZKQD66&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
65,Trung tâm/Bàn làm việc/Nhà bếp/Máy chiếu & Netflix/FreeWasher,₫626.314 ,Đa Kao,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1200495236993586323?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-29&source_impression_id=p3_1723899956_P3vwdsK8GBhlrnVZ&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
66,VinhomesGrandPark căn hộ ấm cúng view sông,₫643.500 ,Quận 9,"4,92",2,1,2,1,https://www.airbnb.com.vn/rooms/862539815186536303?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899956_P3dfmjXK9nO8BHvX&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
67,"9-Chill in SG, 100' projector, 2mins to District.1",₫550.000 ,Bình Thạnh,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/1210188841673851054?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1962855304&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899956_P3MX24taMKenRg4n&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
68,Patio Studio gần sân bay | Wifi nhanh & Giặt ủi,₫720.000 ,Phú Nhuận,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1148504339572909036?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899956_P31MdKPxmefTOBHl&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
69,Căn hộ sang trọng 38m2 ven sông,₫667.375 ,Quận 4,"4,66",4,1,2,1,https://www.airbnb.com.vn/rooms/904271076733579454?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899956_P3RYSLABOfoIyVJd&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
70,Studio Trung tâm + Ban công @ Bến Thành bằng xe BUÝT,₫917.600 ,Quận 1,"4,95",2,1,1,1,https://www.airbnb.com.vn/rooms/42236178?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899956_P37-F38ZJ741adfw&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
71,Đi bộ đến Chợ Bến Thành &Bùi Viện+Netflix+Bếp,₫549.000 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/632181936678012934?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899956_P3COctGfyrR17DJm&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
72,Tổ ấm - Ấm cúng I,₫450.946 ,Phú Nhuận,"4,75",2,1,1,1,https://www.airbnb.com.vn/rooms/1099989425920478474?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899958_P3sLFvWJ52tC8qAA&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
73,Phòng riêng thiền có thang máy @ D1central,₫607.430 ,Quận 1,"4,69",2,1,1,1,https://www.airbnb.com.vn/rooms/1056920511102445888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P33YGQ5PNFrXDFmI&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
74,Casa Co Core - Tầng lửng ấm cúng,₫292.060 ,Bình Thạnh,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1117901973868714933?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1969576014&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-07&source_impression_id=p3_1723899959_P3XNy9Kl0Kc-jG36&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
75,Độc đáo• Máy chiếu 100”• Nhà bếp cách Bùi Viện 3 phút,₫816.714 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1159103098217113310?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-01&check_out=2024-09-06&source_impression_id=p3_1723899959_P3avbnEFhb9mDeii&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
76,Luôn tươi mới *Gần chợ Bến Thành,₫304.000 ,Việt Nam,"4,56",1,1,0,0,https://www.airbnb.com.vn/rooms/24068079?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=470293698&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899959_P3f_azWqeSMebt1R&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
77,Studio-dịch vụ ở ngắn- dài hạn/miễn phí dịch vụ,₫501.051 ,Bình Thạnh,"4,67",2,1,1,1,https://www.airbnb.com.vn/rooms/1069445941874942312?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P3_-PLNIKaPgGZP9&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
78,"7-Chill in SG, 100' projector, 2mins to District.1",₫550.000 ,Bình Thạnh,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1212737938147419887?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1965502510&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P35_4SAeddUy9e0O&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
79,Căn hộ ấm cúng ở trung tâm Quận 7,₫974.000 ,Quận 7,"4,78",2,1,1,1,https://www.airbnb.com.vn/rooms/1043191877807686324?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P3Twxq0aoUscCcHy&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
80,2A_Căn hộ dài hạn/wifi nhanh/đầy đủ dịch vụ,₫475.999 ,Bình Thạnh,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1086478812429657730?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P3LeFll7MIpj4NZN&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
81,Độc đáo Hideout - FreeNETFLIX @ Gần Bùi Viện,₫511.072 ,Quận 1,"4,93",1,1,0,0,https://www.airbnb.com.vn/rooms/903318992424485376?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1678336127&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P39whmKs1ML8y26y&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
82,Nhà thông minh với tầm nhìn ra hồ bơi và đầy đủ tiện nghi,₫501.051 ,Quận 9,"4,92",3,1,2,1,https://www.airbnb.com.vn/rooms/43492362?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P3CeN8OGYOwjY_UT&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
83,"Căn hộ hướng thành phố tuyệt vời ở D2, 5 phút đến D1",₫2.254.731 ,Quận 2,"5,0",5,2,2,2,https://www.airbnb.com.vn/rooms/978778814822974807?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-27&check_out=2024-09-01&source_impression_id=p3_1723899959_P3iwbTWgKAQi0170&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
84,Central Studio @ Bến Thành của thành PHỐ,₫916.097 ,Quận 1,"4,83",2,1,1,1,https://www.airbnb.com.vn/rooms/42344215?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899959_P39mX20zXGNUmdih&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
85,A&N Apartment - 202 Studio có ban công,₫457.000 ,Quận 1,"4,91",1,1,0,0,https://www.airbnb.com.vn/rooms/846819270885155226?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1615560196&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P3dIjjT9tmZ6AuvF&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
86,NTT101_Studio cửa sổ lớn/netflix gần Sân bay,₫475.999 ,Phú Nhuận,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1220286871108893546?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899959_P3FMVIwfHM--lHUq&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
87,Funky Apt 3A Bồn tắm+Ban công+Café by Circadian,₫1.211.217 ,District 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1040326227123193407?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899959_P3xjfea13xaOtRCd&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
88,Bigdeal Free-Pickup CityView gần Chợ Bến Thành,₫509.319 ,Quận 1,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1165535960450021072?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P3qYn0YflaeVVmxJ&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
89,"Feliz en Vista 2brs 5*tiện nghi ""Mekong de Annam""",₫1.502.000 ,Quận 2,"4,94",5,2,3,2,https://www.airbnb.com.vn/rooms/1015663545469610721?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P3fJkr6WxH6hPJMb&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
90,Casa Co Core - Tầng lửng ấm cúng,₫292.060 ,Bình Thạnh,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1117901973868714933?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1969576014&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-07&source_impression_id=p3_1723899960_P3Cw2ZiOU6I_tNFL&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
91,Saigon9-Rivergate 5 phút đến D1 River view e Pool,₫851.788 ,district 4,"4,86",3,1,1,1,https://www.airbnb.com.vn/rooms/36303405?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P38IwPYweXxZNsq_&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
92,Studio đẹp cho 2 người gần trung tâm HCM,₫360.757 ,phường 15,"4,71",2,1,1,1,https://www.airbnb.com.vn/rooms/25902258?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899961_P3ME4oox1sF5Bz_g&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
93,Phòng riêng thiền có thang máy @ D1central,₫607.430 ,Quận 1,"4,69",2,1,1,1,https://www.airbnb.com.vn/rooms/1056920511102445888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P39m9Ca_zKu6DrxF&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
94,"7-Chill in SG, 100' projector, 2mins to District.1",₫550.000 ,Bình Thạnh,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1212737938147419887?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1965502510&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P35MhA0ONf7KmSlh&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
95,Độc đáo Hideout - FreeNETFLIX @ Gần Bùi Viện,₫511.072 ,Quận 1,"4,93",1,1,0,0,https://www.airbnb.com.vn/rooms/903318992424485376?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1678336127&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P3r4bhYB500cn8pl&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
96,Studio-dịch vụ ở ngắn- dài hạn/miễn phí dịch vụ,₫501.051 ,Bình Thạnh,"4,67",2,1,1,1,https://www.airbnb.com.vn/rooms/1069445941874942312?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P3be9tO5NR_Ljb9p&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
97,"Căn hộ hướng thành phố tuyệt vời ở D2, 5 phút đến D1",₫2.254.731 ,Quận 2,"5,0",5,2,2,2,https://www.airbnb.com.vn/rooms/978778814822974807?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-27&check_out=2024-09-01&source_impression_id=p3_1723899961_P3d2a91F1zKs3C3T&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
98,Căn hộ ấm cúng ở trung tâm Quận 7,₫974.000 ,Quận 7,"4,78",2,1,1,1,https://www.airbnb.com.vn/rooms/1043191877807686324?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P3Dsua5aeUj1M5ZV&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
99,2A_Căn hộ dài hạn/wifi nhanh/đầy đủ dịch vụ,₫475.999 ,Bình Thạnh,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1086478812429657730?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P3All1oKbT6_lH9m&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
100,A&N Apartment - 202 Studio có ban công,₫457.000 ,Quận 1,"4,91",1,1,0,0,https://www.airbnb.com.vn/rooms/846819270885155226?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1615560196&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P3pcmburm72xF5DK&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
101,NTT101_Studio cửa sổ lớn/netflix gần Sân bay,₫475.999 ,Phú Nhuận,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1220286871108893546?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899961_P3w7qfd6VNCeqjN7&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
102,Nhà thông minh với tầm nhìn ra hồ bơi và đầy đủ tiện nghi,₫501.051 ,Quận 9,"4,92",3,1,2,1,https://www.airbnb.com.vn/rooms/43492362?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P3oAdgbCRBuAYiWc&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
103,Funky Apt 3A Bồn tắm+Ban công+Café by Circadian,₫1.211.217 ,District 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1040326227123193407?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899961_P34dodQcPOX3OH-q&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
104,Bigdeal Free-Pickup CityView gần Chợ Bến Thành,₫509.319 ,Quận 1,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1165535960450021072?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P3s0TVK497GRcdsr&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
105,Studio trung tâm gần Chợ Bến Thành bằng xe BUÝT,₫933.058 ,Quận 1,"4,90",2,1,1,1,https://www.airbnb.com.vn/rooms/42105684?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899961_P3H17r7KKXH-P39b&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
106,"Feliz en Vista 2brs 5*tiện nghi ""Mekong de Annam""",₫1.502.000 ,Quận 2,"4,94",5,2,3,2,https://www.airbnb.com.vn/rooms/1015663545469610721?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P39S3WYylkZ3Wx6_&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
107,Studio đẹp tại Sun Avenue,₫600.000 ,Quận 2,"4,94",2,1,1,1,https://www.airbnb.com.vn/rooms/823143988308120871?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899961_P3_Sr83Z1mMa5Rg4&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
108,"Studio ấm cúng + Bếp lớn, 5' đến Bến Thành",₫691.451 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1198534893403821980?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899963_P3q4IZqbDSqJQGb1&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
109,"3-Chill in SG, 100' projector, 2mins to District.1",₫550.000 ,Bình Thạnh,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1212733463350954771?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1965467438&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3gI6qhJFcRAF0QA&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
110,giá trải nghiệm: nhà hoan mở cửa đón mùa mưa tới,₫957.008 ,Bình Thạnh,"4,93",2,1,1,1,https://www.airbnb.com.vn/rooms/889502789544410820?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899964_P3l0GmVs73dPdtIo&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
111,Ben homestay ngay trung tâm q7,₫350.736 ,Quận 7,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/1139728402913363577?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1888995143&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3eUT5s-jy3HZHW5&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
112,NTT303_studio có máy chiếu cho các cặp đôi P. Nhưân,₫347.930 ,Phú Nhuận,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/1195443472557451935?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1947111868&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899964_P3NOndCSFZ_puYx3&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
113,Discount 20% Căn hộ tại Thảo Điền Quận 2,₫1.195.008 ,Thủ Đức,NA,5,2,2,2,https://www.airbnb.com.vn/rooms/1215935529333607749?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-22&check_out=2024-08-27&source_impression_id=p3_1723899964_P3WbOPoZE104tRaR&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
114,Căn hộ Canary Diamond Island xinh xắn view sông SG,₫896.882 ,Binh Trung Tay,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1127335175616778149?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899964_P3iDUmaP-H-zDOOm&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
115,"Phòng ngủ chính đơn, tại Vinhome Central Park",₫551.157 ,Bình Thạnh,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/1149060061708465852?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1903724373&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899964_P36Cr5EWrFiRIhYI&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
116,"Căn hộ đáng yêu 43,t ại khu phố Nhật giữa Sai Gòn.",₫650.000 ,Bến Nghé,"4,73",2,1,1,1,https://www.airbnb.com.vn/rooms/595599188098248992?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3_cajftV6vGt___&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
117,Trung tâm/Máy giặt và máy sấy/Nhà bếp/Netflix &Máy chiếu,₫751.577 ,Đa Kao,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1212724867199650601?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899964_P3Ea1cojwCXtJOyr&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
118,Căn hộ dịch vụ 1 giường R yên bình/Phú Mỹ Hưng D7,₫568.593 ,Quận 7,"4,58",2,1,1,1,https://www.airbnb.com.vn/rooms/672074971845085211?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899964_P3o82VUW8LHmsJJB&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
119,"P""m""P.21 :Căn hộ tân cổ điển hiện đại * Trung tâm D1",₫876.840 ,Quận 1,"4,89",2,1,1,0,https://www.airbnb.com.vn/rooms/1176714036139305194?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P323YeZZO7TNFUiw&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
120,"1 BR GOOD Price Landmark5 view sông, công viên L81",₫1.000.000 ,Quận 1,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1119835879104558729?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3C6ITjjYEedH2WQ&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
